Index,Nome do Repository,URL,Total de Estrelas,Data da criacao,Data da ultima atualizacao,Total de Issues,Total de Issues Fechadas,Idade do repositorio (dias),Total de Pull Requests,Total de Releases,Data da ultima atualizacao,Linguagem primaria,Percentual de issues fechadas
871,turborepo,https://github.com/vercel/turborepo,25857,05/10/2021 17:37:11,25/08/2024 13:05:15,1712,1569,1055,6093,390,0,Rust,91.65%
872,redash,https://github.com/getredash/redash,25837,28/10/2013 13:19:39,20/08/2024 08:35:54,2486,1922,3954,4200,98,5,Python,77.31%
873,fetch,https://github.com/JakeChampion/fetch,25806,13/10/2014 00:26:19,08/04/2024 10:02:11,651,646,3604,393,56,139,JavaScript,99.23%
874,fastText,https://github.com/facebookresearch/fastText,25800,16/07/2016 13:38:42,13/03/2024 15:16:33,1078,611,2962,268,4,165,HTML,56.68%
875,paper-reading,https://github.com/mli/paper-reading,25798,22/10/2021 06:34:51,08/08/2024 22:52:45,0,0,1038,15,0,16,No primary language,0%
876,cmder,https://github.com/cmderdev/cmder,25789,09/07/2013 07:44:22,27/07/2024 17:34:15,2268,2220,4065,606,34,29,C++,97.88%
877,hacker-laws,https://github.com/dwmkerr/hacker-laws,25723,25/01/2018 03:46:34,31/01/2024 12:08:25,204,70,2404,202,1,207,Shell,34.31%
878,llama3,https://github.com/meta-llama/llama3,25719,15/03/2024 17:57:00,31/07/2024 17:18:29,229,96,163,87,0,25,Python,41.92%
879,Depix,https://github.com/spipm/Depix,25718,06/12/2020 12:39:08,27/11/2023 17:57:50,0,0,1358,36,0,272,Python,0%
880,langflow,https://github.com/langflow-ai/langflow,25717,08/02/2023 22:28:03,23/08/2024 20:02:42,1220,1116,564,2090,239,2,JavaScript,91.48%
881,python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,25715,07/07/2015 15:30:39,19/08/2024 14:40:28,2150,2135,3337,1838,115,6,Python,99.3%
882,fastjson,https://github.com/alibaba/fastjson,25700,03/11/2011 06:58:52,12/05/2023 06:16:03,3620,1691,4679,869,84,471,Java,46.71%
883,request,https://github.com/request/request,25681,23/01/2011 01:25:14,11/02/2020 23:39:46,2274,2173,4963,1183,0,1656,JavaScript,95.56%
884,quasar,https://github.com/quasarframework/quasar,25671,05/10/2015 15:45:36,20/08/2024 13:00:51,7757,7262,3247,4638,921,5,JavaScript,93.62%
885,lossless-cut,https://github.com/mifi/lossless-cut,25656,30/10/2016 10:49:56,24/08/2024 12:20:46,1417,1246,2856,236,97,1,TypeScript,87.93%
886,darknet,https://github.com/pjreddie/darknet,25650,11/04/2014 07:59:16,17/07/2022 21:26:40,2367,559,3789,266,0,770,C,23.62%
887,DeepFaceLive,https://github.com/iperov/DeepFaceLive,25647,15/12/2020 12:19:22,28/07/2023 10:14:10,144,143,1349,25,35,394,Python,99.31%
888,Modernizr,https://github.com/Modernizr/Modernizr,25631,25/09/2009 20:13:23,20/12/2023 07:22:21,1490,1321,5448,1233,27,249,JavaScript,88.66%
889,awesome-electron,https://github.com/sindresorhus/awesome-electron,25630,23/04/2015 11:48:53,07/08/2024 22:01:38,43,42,3412,673,0,18,No primary language,97.67%
890,lottie-ios,https://github.com/airbnb/lottie-ios,25608,06/10/2016 22:38:38,23/08/2024 23:16:30,1409,1389,2879,863,68,1,Swift,98.58%
891,full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,25598,23/02/2019 15:08:34,17/08/2024 18:59:41,411,248,2010,471,8,8,TypeScript,60.34%
892,fonts,https://github.com/powerline/fonts,25597,19/12/2012 13:31:50,22/03/2024 16:47:29,252,96,4267,137,1,156,Shell,38.1%
893,butterknife,https://github.com/JakeWharton/butterknife,25565,05/03/2013 08:18:59,04/09/2020 02:00:12,1193,1090,4191,491,0,1451,Java,91.37%
894,emscripten,https://github.com/emscripten-core/emscripten,25549,12/02/2011 05:23:30,25/08/2024 04:09:55,9198,7433,4943,12791,0,0,C++,80.81%
895,awesome-cto,https://github.com/kuchin/awesome-cto,25548,16/12/2016 19:22:18,24/03/2024 08:52:56,10,8,2809,24,0,154,No primary language,80.0%
896,spleeter,https://github.com/deezer/spleeter,25544,26/09/2019 15:40:46,13/07/2023 08:50:20,770,562,1795,122,2,409,Python,72.99%
897,tdesktop,https://github.com/telegramdesktop/tdesktop,25535,02/05/2014 12:36:31,21/08/2024 08:54:30,14133,13323,3768,2003,727,4,C++,94.27%
898,restic,https://github.com/restic/restic,25523,27/04/2014 14:07:58,23/08/2024 21:41:08,2615,2261,3773,2383,44,2,Go,86.46%
899,headlessui,https://github.com/tailwindlabs/headlessui,25511,16/09/2020 09:53:09,23/08/2024 13:49:35,1250,1205,1439,727,110,2,TypeScript,96.4%
900,fish-shell,https://github.com/fish-shell/fish-shell,25483,10/05/2012 03:00:55,24/08/2024 23:30:52,7136,6714,4490,3305,44,0,Rust,94.09%
901,Rectangle,https://github.com/rxhanson/Rectangle,25461,21/06/2019 21:34:53,20/08/2024 02:57:52,621,541,1892,259,85,5,Swift,87.12%
902,filebrowser,https://github.com/filebrowser/filebrowser,25408,11/09/2015 21:21:58,18/08/2024 11:51:16,2301,2238,3271,733,58,7,Go,97.26%
903,vllm,https://github.com/vllm-project/vllm,25401,09/02/2023 11:23:20,25/08/2024 21:30:09,4106,2685,563,3418,34,0,Python,65.39%
904,YouCompleteMe,https://github.com/ycm-core/YouCompleteMe,25395,16/04/2012 03:12:14,17/08/2024 10:26:18,3239,3220,4514,1009,0,8,Python,99.41%
905,ItChat,https://github.com/littlecodersh/ItChat,25393,19/01/2016 07:49:48,26/09/2018 08:45:29,895,622,3141,108,13,2160,Python,69.5%
906,cascadia-code,https://github.com/microsoft/cascadia-code,25381,10/07/2019 22:50:20,24/06/2024 21:49:30,612,489,1872,123,18,62,Python,79.9%
907,awesome-deep-learning-papers,https://github.com/terryum/awesome-deep-learning-papers,25336,03/06/2016 06:48:30,19/10/2018 07:28:41,26,11,3005,74,0,2137,TeX,42.31%
908,Signal-Android,https://github.com/signalapp/Signal-Android,25304,15/12/2011 20:01:12,23/08/2024 22:06:43,10785,10396,4637,2773,22,2,Java,96.39%
909,Free-Certifications,https://github.com/cloudcommunity/Free-Certifications,25304,31/07/2020 10:26:19,31/12/2023 11:43:48,87,66,1486,141,0,238,No primary language,75.86%
910,taichi,https://github.com/taichi-dev/taichi,25299,24/11/2016 10:00:05,15/08/2024 15:21:46,2648,1865,2831,5827,116,10,C++,70.43%
911,modern-js-cheatsheet,https://github.com/mbeaudru/modern-js-cheatsheet,25293,18/09/2017 14:56:00,04/05/2024 07:36:08,51,42,2533,91,0,113,No primary language,82.35%
912,Pake,https://github.com/tw93/Pake,25289,14/10/2022 09:32:57,05/08/2024 04:44:46,286,264,681,153,28,20,Rust,92.31%
913,toBeTopJavaer,https://github.com/hollischuang/toBeTopJavaer,25270,25/10/2018 09:54:54,03/01/2024 13:58:24,127,70,2131,74,0,235,Java,55.12%
914,MiniGPT-4,https://github.com/Vision-CAIR/MiniGPT-4,25266,15/04/2023 22:17:09,03/01/2024 19:35:53,456,121,498,53,0,235,Python,26.54%
915,openssl,https://github.com/openssl/openssl,25261,15/01/2013 22:34:48,25/08/2024 22:28:44,9834,8042,4239,14368,31,0,C,81.78%
916,discord.js,https://github.com/discordjs/discord.js,25197,10/08/2015 13:36:26,24/08/2024 13:06:35,3982,3903,3303,5642,233,1,TypeScript,98.02%
917,Hello-Python,https://github.com/mouredev/Hello-Python,25197,03/08/2022 17:14:53,02/08/2024 08:04:11,36,25,753,10,0,23,Python,69.44%
918,ngx-admin,https://github.com/akveo/ngx-admin,25181,25/05/2016 10:09:03,05/01/2024 12:18:00,1751,1332,3014,981,19,233,TypeScript,76.07%
919,incubator-seata,https://github.com/apache/incubator-seata,25176,28/12/2018 08:37:22,25/08/2024 14:43:19,3804,3044,2067,2898,40,0,Java,80.02%
920,so-vits-svc,https://github.com/svc-develop-team/so-vits-svc,25174,10/03/2023 09:31:09,03/10/2023 15:54:19,130,109,534,186,0,327,Python,83.85%
921,fe-interview,https://github.com/haizlin/fe-interview,25170,17/04/2019 03:05:58,25/08/2024 20:49:06,5852,26,1957,17,2,0,JavaScript,0.44%
922,rollup,https://github.com/rollup/rollup,25164,14/05/2015 22:26:28,23/08/2024 06:21:14,3294,2757,3391,2270,477,2,JavaScript,83.7%
923,handson-ml,https://github.com/ageron/handson-ml,25153,16/02/2016 19:48:39,25/09/2022 23:15:57,562,436,3113,123,0,699,Jupyter Notebook,77.58%
924,srs,https://github.com/ossrs/srs,25152,29/04/2015 06:59:32,24/08/2024 14:40:39,1397,1238,3406,753,65,1,C++,88.62%
925,iris,https://github.com/kataras/iris,25105,30/01/2016 04:36:48,07/07/2024 17:21:38,990,879,3130,704,22,49,Go,88.79%
926,dragonfly,https://github.com/dragonflydb/dragonfly,25097,11/12/2021 10:00:42,25/08/2024 20:43:52,1092,958,988,2300,69,0,C++,87.73%
927,LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,25074,23/07/2023 18:15:57,24/08/2024 12:22:18,77,77,399,209,0,1,Jupyter Notebook,100.0%
928,30-Days-Of-React,https://github.com/Asabeneh/30-Days-Of-React,25029,29/09/2020 13:38:54,02/04/2023 14:02:24,71,17,1426,332,0,511,JavaScript,23.94%
929,SDWebImage,https://github.com/SDWebImage/SDWebImage,25027,21/09/2009 17:39:19,23/08/2024 02:23:09,2320,2239,5452,1362,150,2,Objective-C,96.51%
930,Avalonia,https://github.com/AvaloniaUI/Avalonia,25011,05/12/2013 20:13:21,23/08/2024 22:27:10,6961,5596,3916,5609,87,2,C#,80.39%
931,DeepSpeech,https://github.com/mozilla/DeepSpeech,24968,02/06/2016 15:04:53,17/11/2021 17:52:52,2110,1987,3006,1676,105,1012,C++,94.17%
932,firecracker,https://github.com/firecracker-microvm/firecracker,24955,19/10/2017 06:18:47,22/08/2024 10:37:23,1401,1326,2502,3278,71,3,Rust,94.65%
933,proxyee-down,https://github.com/proxyee-down-org/proxyee-down,24941,25/10/2017 10:07:27,16/07/2024 09:22:28,0,0,2496,37,49,40,Java,0%
934,jumpserver,https://github.com/jumpserver/jumpserver,24930,04/07/2014 03:54:59,21/08/2024 06:55:57,6551,6528,3705,7401,228,4,Python,99.65%
935,apollo,https://github.com/ApolloAuto/apollo,24929,04/07/2017 19:03:31,22/08/2024 00:47:32,4419,3618,2609,11021,12,3,C++,81.87%
936,faas,https://github.com/openfaas/faas,24919,22/12/2016 12:51:39,07/08/2024 09:35:58,847,816,2803,931,11,18,Go,96.34%
937,react-native-elements,https://github.com/react-native-elements/react-native-elements,24910,08/09/2016 14:21:41,04/02/2024 03:55:07,2109,2003,2908,1643,85,203,MDX,94.97%
938,ChatDev,https://github.com/OpenBMB/ChatDev,24908,28/08/2023 02:18:13,10/08/2024 14:28:44,251,229,363,165,7,15,Shell,91.24%
939,go-patterns,https://github.com/tmrts/go-patterns,24869,14/12/2015 22:05:06,19/07/2017 10:41:46,30,13,3177,93,0,2594,Go,43.33%
940,SmartRefreshLayout,https://github.com/scwang90/SmartRefreshLayout,24854,02/06/2017 09:52:50,13/11/2023 15:23:18,1543,1211,2641,28,12,286,Java,78.48%
941,textual,https://github.com/Textualize/textual,24829,08/04/2021 15:24:47,23/08/2024 15:57:10,1844,1738,1235,2050,136,2,Python,94.25%
942,nsq,https://github.com/nsqio/nsq,24817,12/05/2012 14:37:08,12/05/2024 10:39:46,653,597,4488,826,31,105,Go,91.42%
943,setup-ipsec-vpn,https://github.com/hwdsl2/setup-ipsec-vpn,24816,07/01/2016 16:44:12,05/08/2024 04:05:14,1442,1442,3153,106,0,20,Shell,100.0%
944,diffusers,https://github.com/huggingface/diffusers,24815,30/05/2022 16:04:02,25/08/2024 21:57:12,3949,3484,818,4666,75,0,Python,88.22%
945,nylas-mail,https://github.com/nylas/nylas-mail,24807,16/10/2014 18:29:12,03/06/2018 22:26:00,3422,2444,3601,255,53,2275,JavaScript,71.42%
946,go,https://github.com/datasciencemasters/go,24796,14/08/2013 08:33:55,18/04/2023 03:23:28,56,47,4029,143,0,495,No primary language,83.93%
947,eslint,https://github.com/eslint/eslint,24792,29/06/2013 23:59:48,23/08/2024 20:26:38,10229,10147,4074,7452,328,2,JavaScript,99.2%
948,pipenv,https://github.com/pypa/pipenv,24782,20/01/2017 00:44:02,23/08/2024 05:56:53,4221,3958,2774,1914,102,2,Python,93.77%
949,feather,https://github.com/feathericons/feather,24764,28/05/2014 19:49:55,01/05/2024 05:32:07,634,247,3742,597,53,116,JavaScript,38.96%
950,awesome-vscode,https://github.com/viatsko/awesome-vscode,24746,07/02/2016 23:02:45,03/08/2023 07:42:23,49,26,3121,331,0,388,JavaScript,53.06%
951,table,https://github.com/TanStack/table,24741,20/10/2016 17:25:08,24/08/2024 23:37:59,2413,2258,2866,1255,263,0,TypeScript,93.58%
952,k6,https://github.com/grafana/k6,24727,21/03/2016 15:30:24,23/08/2024 08:53:50,1796,1436,3079,2058,62,2,Go,79.96%
953,awesome-swift,https://github.com/matteocrippa/awesome-swift,24677,10/07/2014 14:04:09,27/06/2024 11:11:28,132,131,3699,1699,0,59,Ruby,99.24%
954,localForage,https://github.com/localForage/localForage,24675,31/10/2013 00:10:06,30/07/2024 20:27:14,716,505,3951,378,26,26,JavaScript,70.53%
955,TrackersListCollection,https://github.com/XIU2/TrackersListCollection,24672,03/10/2019 15:55:07,25/08/2024 16:07:03,0,0,1788,15,0,0,No primary language,0%
956,vscodium,https://github.com/VSCodium/vscodium,24672,13/08/2018 14:26:58,22/08/2024 11:00:59,1258,1155,2204,505,191,3,Shell,91.81%
957,react-admin,https://github.com/marmelab/react-admin,24667,13/07/2016 07:58:54,21/08/2024 11:58:33,4507,4435,2965,5636,357,4,TypeScript,98.4%
958,EventBus,https://github.com/greenrobot/EventBus,24664,16/07/2012 16:55:40,11/07/2022 08:00:08,582,483,4423,133,7,776,Java,82.99%
959,openzeppelin-contracts,https://github.com/OpenZeppelin/openzeppelin-contracts,24663,01/08/2016 20:54:54,22/08/2024 22:51:58,1900,1699,2946,3112,88,2,JavaScript,89.42%
960,micro,https://github.com/zyedidia/micro,24658,11/03/2016 02:06:28,19/08/2024 20:16:42,2257,1465,3089,1023,36,6,Go,64.91%
961,awesome-actions,https://github.com/sdras/awesome-actions,24653,17/10/2018 17:53:45,26/08/2022 14:32:31,41,26,2139,596,0,730,No primary language,63.41%
962,create-t3-app,https://github.com/t3-oss/create-t3-app,24641,24/05/2022 13:31:01,19/08/2024 10:01:40,658,623,824,1310,133,6,TypeScript,94.68%
963,rust-course,https://github.com/sunface/rust-course,24641,07/08/2018 05:01:21,30/07/2024 05:00:23,190,139,2210,869,0,26,Rust,73.16%
964,docker_practice,https://github.com/yeasy/docker_practice,24606,05/09/2014 04:06:39,30/07/2024 21:02:19,211,207,3642,327,15,26,Go,98.1%
965,devtools,https://github.com/vuejs/devtools,24589,29/09/2014 03:52:07,25/06/2024 16:46:31,1598,1135,3618,445,89,61,TypeScript,71.03%
966,idiomatic.js,https://github.com/rwaldron/idiomatic.js,24579,25/05/2011 17:48:59,14/05/2021 16:34:12,83,48,4841,178,0,1199,No primary language,57.83%
967,iTerm2-Color-Schemes,https://github.com/mbadolato/iTerm2-Color-Schemes,24566,01/04/2011 04:01:46,07/08/2024 23:24:59,108,85,4895,338,0,17,Shell,78.7%
968,eShopOnContainers,https://github.com/dotnet-architecture/eShopOnContainers,24545,05/10/2016 22:35:23,15/11/2023 22:26:51,1254,1208,2880,854,11,284,C#,96.33%
969,awesome-datascience,https://github.com/academic/awesome-datascience,24540,05/07/2014 07:07:43,12/08/2024 19:28:58,54,53,3704,375,9,13,No primary language,98.15%
970,envoy,https://github.com/envoyproxy/envoy,24518,08/08/2016 15:07:24,25/08/2024 16:31:18,11507,9961,2939,24290,171,0,C++,86.56%
971,CasaOS,https://github.com/IceWhaleTech/CasaOS,24506,26/09/2021 02:33:09,14/08/2024 05:35:09,1296,811,1064,267,92,11,Go,62.58%
972,autocomplete,https://github.com/withfig/autocomplete,24506,29/09/2020 02:21:06,21/08/2024 07:15:11,515,379,1426,1874,1000,4,TypeScript,73.59%
973,Mask_RCNN,https://github.com/matterport/Mask_RCNN,24493,19/10/2017 20:28:34,31/03/2019 22:03:47,2753,851,2502,290,3,1974,Python,30.91%
974,logrus,https://github.com/sirupsen/logrus,24459,16/10/2013 19:08:55,06/06/2023 12:52:35,690,687,3966,746,19,446,Go,99.57%
975,locust,https://github.com/locustio/locust,24456,17/02/2011 11:08:03,24/08/2024 15:36:56,1657,1639,4938,1177,121,1,Python,98.91%
976,flameshot,https://github.com/flameshot-org/flameshot,24413,10/05/2017 19:44:51,02/08/2024 11:11:21,2463,1830,2664,1042,25,23,C++,74.3%
977,fyne,https://github.com/fyne-io/fyne,24372,04/02/2018 22:07:16,24/08/2024 09:55:38,2776,2127,2394,2074,46,1,Go,76.62%
978,bruno,https://github.com/usebruno/bruno,24361,27/09/2022 20:51:45,25/08/2024 19:17:39,1750,859,698,930,102,0,JavaScript,49.09%
979,CLIP,https://github.com/openai/CLIP,24342,16/12/2020 11:24:42,04/06/2024 19:47:22,391,187,1348,64,0,82,Jupyter Notebook,47.83%
980,vnpy,https://github.com/vnpy/vnpy,24337,02/03/2015 03:36:58,08/07/2024 13:11:07,2053,2046,3464,1475,60,48,Python,99.66%
981,Telegram,https://github.com/DrKLO/Telegram,24324,25/10/2013 14:08:10,14/08/2024 12:33:13,0,0,3957,651,93,11,Java,0%
982,RxSwift,https://github.com/ReactiveX/RxSwift,24307,07/04/2015 21:25:17,10/07/2024 16:36:30,1252,1236,3428,1335,74,46,Swift,98.72%
983,stats,https://github.com/exelban/stats,24297,29/05/2019 19:24:56,25/08/2024 12:30:10,1655,1643,1915,420,259,0,Swift,99.27%
984,celery,https://github.com/celery/celery,24293,24/04/2009 11:31:24,25/08/2024 04:37:02,5067,4418,5602,3448,50,0,Python,87.19%
985,core-js,https://github.com/zloirock/core-js,24292,17/07/2013 16:32:27,24/08/2024 21:30:44,942,911,4057,366,243,1,JavaScript,96.71%
986,wttr.in,https://github.com/chubin/wttr.in,24286,26/12/2015 21:03:43,02/07/2024 19:24:08,658,361,3165,316,0,54,Python,54.86%
987,Wox,https://github.com/Wox-launcher/Wox,24282,19/12/2013 15:49:32,20/08/2024 02:53:54,3551,3387,3902,499,39,5,Go,95.38%
988,medusa,https://github.com/medusajs/medusa,24282,18/01/2020 13:39:04,25/08/2024 14:01:56,1973,1691,1681,6108,80,0,TypeScript,85.71%
989,awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,24282,23/12/2014 08:41:22,18/08/2024 13:06:45,97,86,3533,477,0,7,No primary language,88.66%
990,components,https://github.com/angular/components,24276,04/01/2016 18:50:02,25/08/2024 20:10:59,15141,13204,3156,14354,496,0,TypeScript,87.21%
991,pkg,https://github.com/vercel/pkg,24271,08/08/2016 19:41:59,03/01/2024 01:35:22,1428,1428,2939,292,41,235,JavaScript,100.0%
992,BaseRecyclerViewAdapterHelper,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,24262,10/04/2016 07:40:11,26/06/2024 14:33:39,3579,3186,3059,289,209,60,Kotlin,89.02%
993,coc.nvim,https://github.com/neoclide/coc.nvim,24260,01/05/2018 22:39:02,13/08/2024 01:48:22,3376,3341,2307,1275,82,12,TypeScript,98.96%
994,data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,24254,21/10/2021 09:32:50,04/08/2024 09:45:03,124,123,1039,429,0,21,Jupyter Notebook,99.19%
995,AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,24249,06/07/2016 10:31:47,21/08/2024 13:27:28,5339,4449,2972,442,184,4,Go,83.33%
996,vapor,https://github.com/vapor/vapor,24244,18/01/2016 22:37:52,22/08/2024 14:02:16,1653,1567,3141,1503,561,3,Swift,94.8%
997,wiki,https://github.com/requarks/wiki,24228,16/08/2016 19:35:26,26/06/2024 04:51:45,2478,2419,2931,669,118,60,Vue,97.62%
998,nanoid,https://github.com/ai/nanoid,24196,05/08/2017 05:24:35,21/08/2024 21:21:19,238,232,2577,228,3,4,JavaScript,97.48%
999,Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,24182,28/03/2022 04:01:46,22/08/2024 16:47:08,526,434,881,46,29,3,Python,82.51%
1000,elixir,https://github.com/elixir-lang/elixir,24178,09/01/2011 08:43:57,23/08/2024 14:37:07,5409,5388,4977,8359,152,2,Elixir,99.61%
